     205	     205	     205	      -2
      -2	     207	     207	      -2
      -2	     208	     207	      -2
     208	     208	     208	      -2
      -2	     210	     210	      -2
      -2	     211	     210	      -2
     211	     211	     211	      -2
      -2	     213	     213	      -2
      -2	     214	     213	      -2
     214	     214	     214	      -2
      -2	     216	     216	      -2
      -2	     217	     216	      -2
     217	     217	     217	      -2
      -2	     219	     219	      -2
      -2	     220	     219	      -2
     220	     220	     220	      -2
      -2	     222	     222	      -2
      -2	     223	     222	      -2
     223	     223	     223	      -2
      -2	     225	     225	      -2
      -2	     226	     225	      -2
     226	     226	     226	      -2
      -2	     228	     228	      -2
      -2	     229	     229	      -2
     229	     229	     228	      -2
      -2	     231	     231	      -2
      -2	     232	     231	      -2
     232	     232	     232	      -2
      -2	     234	     234	      -2
      -2	     235	     234	      -2
     235	     235	     235	      -2
      -2	     237	     237	      -2
      -2	     238	     237	      -2
     238	     238	     238	      -2
      -2	     240	     240	      -2
      -2	     241	     240	      -2
     241	     241	     241	      -2
      -2	     243	     243	      -2
      -2	     244	     243	      -2
     244	     244	     244	      -2
      -2	     246	     246	      -2
      -2	     247	     247	      -2
     247	     247	     247	      -2
      -2	     249	     249	      -2
      -2	     250	     249	      -2
     250	     250	     250	      -2
      -2	     252	     252	      -2
      -2	     253	     253	      -2
     253	     253	     253	      -2
      -2	     255	     255	      -2
      -2	     256	     255	      -2
     256	     256	     256	      -2
      -2	     258	     258	      -2
      -2	     259	     258	      -2
     259	     259	     259	      -2
      -2	     261	     261	      -2
      -2	     262	     261	      -2
     262	     262	     262	      -2
      -2	     264	     264	      -2
      -2	     265	     265	      -2
     265	     265	     265	      -2
      -2	     267	     267	      -2
      -2	     268	     267	      -2
     268	     268	     268	      -2
      -2	     270	     270	      -2
      -2	     271	     270	      -2
     271	     271	     271	      -2
      -2	     273	     273	      -2
      -2	     274	     273	      -2
     274	     274	     274	      -2
      -2	     276	     276	      -2
      -2	     277	     277	      -2
     277	     277	     277	      -2
      -2	     279	     279	      -2
      -2	     280	     279	      -2
     280	     280	     280	      -2
      -2	     282	     282	      -2
      -2	     283	     282	      -2
     283	     283	     283	      -2
      -2	     285	     285	      -2
      -2	     286	     286	      -2
     286	     286	     286	      -2
      -2	     288	     288	      -2
      -2	     289	     289	      -2
     289	     289	     289	      -2
      -2	     291	     291	      -2
      -2	     292	     292	      -2
     292	     292	     292	      -2
      -2	     294	     294	      -2
      -2	     295	     294	      -2
     295	     295	     295	      -2
      -2	     297	     297	      -2
      -2	     298	     297	      -2
     298	     298	     298	      -2
      -2	     300	     300	      -2
      -2	     301	     300	      -2
     301	     301	     301	      -2
      -2	     303	     303	      -2
      -2	     304	     304	      -2
     304	     304	     304	      -2
      -2	     306	     306	      -2
      -2	     307	     306	      -2
     307	     307	     307	      -2
      -2	     309	     309	      -2
      -2	     310	     309	      -2
     310	     310	     310	      -2
      -2	     312	     312	      -2
      -2	     313	     312	      -2
     313	     313	     313	      -2
      -2	     315	     315	      -2
      -2	     316	     316	      -2
     316	     316	     316	      -2
      -2	     318	     318	      -2
      -2	     319	     319	      -2
     319	     319	     319	      -2
      -2	     321	     321	      -2
      -2	     322	     321	      -2
     322	     322	     322	      -2
      -2	     324	     324	      -2
      -2	     325	     324	      -2
     325	     325	     325	      -2
      -2	     327	     327	      -2
      -2	     328	     327	      -2
     328	     328	     328	      -2
      -2	     330	     330	      -2
      -2	     331	     331	      -2
     331	     331	     331	      -2
      -2	     333	     333	      -2
      -2	     334	     334	      -2
     334	     334	     334	      -2
      -2	     336	     336	      -2
      -2	     337	     336	      -2
     337	     337	     337	      -2
      -2	     339	     339	      -2
      -2	     340	     339	      -2
     340	     340	     340	      -2
      -2	     342	     342	      -2
      -2	     343	     342	      -2
     343	     343	     343	      -2
      -2	     345	     345	      -2
      -2	     346	     346	      -2
     346	     346	     346	      -2
      -2	     348	     348	      -2
      -2	     349	     348	      -2
     349	     349	     349	      -2
      -2	     351	     351	      -2
      -2	     352	     351	      -2
     352	     352	     352	      -2
      -2	     354	     354	      -2
      -2	     355	     354	      -2
     355	     355	     355	      -2
      -2	     357	     357	      -2
      -2	     358	     358	      -2
     358	     358	     358	      -2
      -2	     360	     360	      -2
      -2	     361	     360	      -2
     361	     361	     361	      -2
      -2	     363	     363	      -2
      -2	     364	     364	      -2
     364	     364	     364	      -2
      -2	     366	     366	      -2
      -2	     367	     366	      -2
     367	     367	     367	      -2
      -2	     369	     369	      -2
      -2	     370	     370	      -2
     370	     370	     370	      -2
      -2	     372	     372	      -2
      -2	     373	     372	      -2
     373	     373	     373	      -2
      -2	     375	     375	      -2
      -2	     376	     375	      -2
     376	     376	     375	      -2
      -2	     378	     378	      -2
      -2	     379	     378	      -2
     379	     379	     379	      -2
      -2	     381	     381	      -2
      -2	     382	     381	      -2
     382	     382	     382	      -2
      -2	     384	     384	      -2
      -2	     385	     384	      -2
     385	     385	     385	      -2
      -2	     387	     387	      -2
      -2	     388	     387	      -2
     388	     388	     388	      -2
      -2	     390	     390	      -2
      -2	     391	     390	      -2
     391	     391	     391	      -2
      -2	     393	     393	      -2
      -2	     394	     393	      -2
     394	     394	     394	      -2
      -2	     396	     396	      -2
      -2	     397	     396	      -2
     397	     397	     397	      -2
      -2	     399	     399	      -2
      -2	     400	     399	      -2
     400	     400	     400	      -2
      -2	     402	     402	      -2
      -2	     403	     402	      -2
     403	     403	     403	      -2
      -2	     405	     405	      -2
      -2	     406	     405	      -2
     406	     406	     406	      -2
      -2	     408	     408	      -2
      -2	     409	     408	      -2
     409	     409	     409	      -2
      -2	     411	     411	      -2
      -2	     412	     411	      -2
     412	     412	     412	      -2
      -2	     414	     414	      -2
      -2	     415	     414	      -2
     415	     415	     415	      -2
      -2	     417	     417	      -2
      -2	     418	     417	      -2
     418	     418	     418	      -2
      -2	     420	     420	      -2
      -2	     421	     420	      -2
     421	     421	     421	      -2
      -2	     423	     423	      -2
      -2	     424	     423	      -2
     424	     424	     424	      -2
      -2	     426	     426	      -2
      -2	     427	     426	      -2
     427	     427	     427	      -2
      -2	     429	     429	      -2
      -2	     430	     429	      -2
     430	     430	     430	      -2
      -2	     432	     432	      -2
      -2	     433	     432	      -2
     433	     433	     433	      -2
      -2	     435	     435	      -2
      -2	     436	     435	      -2
     436	     436	     436	      -2
      -2	     438	     438	      -2
      -2	     439	     438	      -2
     439	     439	     439	      -2
      -2	     441	     441	      -2
      -2	     442	     441	      -2
     442	     442	     442	      -2
      -2	     444	     444	      -2
      -2	     445	     444	      -2
     445	     445	     445	      -2
      -2	     447	     447	      -2
      -2	      -2	      -2	     448
