      -2	      -2	      -2	      -2
      -2	      -2	      -2	      -2
      -2	      -2	      -2	      -2
      -2	      -2	       2	      -2
      -2	       0	       0	      -2
      -2	       3	       3	      -2
      -2	       4	       3	      -2
       4	       3	       3	      -2
      -2	       6	       6	      -2
      -2	       7	       6	      -2
       7	       7	       6	      -2
      -2	       9	       9	      -2
      -2	      10	       9	      -2
      10	      10	      10	      -2
      -2	      12	      12	      -2
      -2	      13	      12	      -2
      13	      13	      13	      -2
      -2	      15	      15	      -2
      -2	      16	      15	      -2
      16	      16	      16	      -2
      -2	      18	      18	      -2
      -2	      19	      18	      -2
      19	      18	      18	      -2
      -2	      21	      21	      -2
      -2	      22	      21	      -2
      22	      22	      22	      -2
      -2	      24	      24	      -2
      -2	      25	      24	      -2
      25	      25	      25	      -2
      -2	      27	      27	      -2
      -2	      28	      27	      -2
      28	      28	      28	      -2
      -2	      30	      30	      -2
      -2	      31	      30	      -2
      31	      31	      31	      -2
      -2	      33	      33	      -2
      -2	      34	      33	      -2
      34	      34	      34	      -2
      -2	      36	      36	      -2
      -2	      37	      36	      -2
      37	      37	      37	      -2
      -2	      39	      39	      -2
      -2	      40	      39	      -2
      40	      40	      40	      -2
      -2	      42	      42	      -2
      -2	      43	      42	      -2
      43	      43	      43	      -2
      -2	      45	      45	      -2
      -2	      46	      45	      -2
      46	      45	      45	      -2
      -2	      48	      48	      -2
      -2	      49	      48	      -2
      49	      49	      49	      -2
      -2	      51	      51	      -2
      -2	      52	      51	      -2
      52	      52	      52	      -2
      -2	      54	      54	      -2
      -2	      55	      54	      -2
      55	      55	      55	      -2
      -2	      57	      57	      -2
      -2	      58	      57	      -2
      58	      58	      58	      -2
      -2	      60	      60	      -2
      -2	      61	      60	      -2
      61	      61	      61	      -2
      -2	      63	      63	      -2
      -2	      64	      63	      -2
      64	      64	      64	      -2
      -2	      66	      66	      -2
      -2	      67	      66	      -2
      67	      67	      67	      -2
      -2	      69	      69	      -2
      -2	      70	      69	      -2
      70	      70	      70	      -2
      -2	      72	      72	      -2
      -2	      73	      72	      -2
      73	      73	      73	      -2
      -2	      75	      75	      -2
      -2	      76	      75	      -2
      76	      76	      76	      -2
      -2	      78	      78	      -2
      -2	      79	      78	      -2
      79	      79	      79	      -2
      -2	      81	      81	      -2
      -2	      82	      81	      -2
      82	      82	      82	      -2
      -2	      84	      84	      -2
      -2	      85	      84	      -2
      85	      85	      85	      -2
      -2	      87	      87	      -2
      -2	      88	      87	      -2
      88	      88	      88	      -2
      -2	      90	      90	      -2
      -2	      91	      90	      -2
      91	      91	      91	      -2
      -2	      93	      93	      -2
      -2	      94	      93	      -2
      94	      94	      94	      -2
      -2	      96	      96	      -2
      -2	      97	      96	      -2
      97	      97	      97	      -2
      -2	      99	      99	      -2
      -2	     100	      99	      -2
     100	     100	     100	      -2
      -2	     102	     102	      -2
      -2	     103	     102	      -2
     103	     103	     103	      -2
      -2	     105	     105	      -2
      -2	     106	     105	      -2
     106	     106	     106	      -2
      -2	     108	     108	      -2
      -2	     109	     108	      -2
     109	     109	     109	      -2
      -2	     111	     111	      -2
      -2	     112	     111	      -2
     112	     112	     112	      -2
      -2	     114	     114	      -2
      -2	     115	     114	      -2
     115	     115	     115	      -2
      -2	     117	     117	      -2
      -2	     118	     117	      -2
     118	     118	     118	      -2
      -2	     120	     120	      -2
      -2	     121	     120	      -2
     121	     121	     121	      -2
      -2	     123	     123	      -2
      -2	     124	     123	      -2
     124	     124	     124	      -2
      -2	     126	     126	      -2
      -2	     127	     126	      -2
     127	     127	     127	      -2
      -2	     129	     129	      -2
      -2	     130	     129	      -2
     130	     130	     130	      -2
      -2	     132	     132	      -2
      -2	     133	     132	      -2
     133	     133	     133	      -2
      -2	     135	     135	      -2
      -2	     136	     135	      -2
     136	     136	     136	      -2
      -2	     138	     138	      -2
      -2	     139	     138	      -2
     139	     139	     139	      -2
      -2	     141	     141	      -2
      -2	     142	     141	      -2
     142	     142	     142	      -2
      -2	     144	     144	      -2
      -2	     145	     144	      -2
     145	     145	     145	      -2
      -2	     147	     147	      -2
      -2	     148	     147	      -2
     148	     147	     147	      -2
      -2	     150	     150	      -2
      -2	     151	     150	      -2
     151	     150	     150	      -2
      -2	     153	     153	      -2
      -2	     154	     153	      -2
     154	     153	     154	      -2
      -2	     156	     156	      -2
      -2	     157	     156	      -2
     157	     156	     156	      -2
      -2	     159	     159	      -2
      -2	     160	     159	      -2
     160	     160	     160	      -2
      -2	     162	     162	      -2
      -2	     163	     162	      -2
     163	     163	     163	      -2
      -2	     165	     165	      -2
      -2	     166	     165	      -2
     166	     165	     165	      -2
      -2	     168	     168	      -2
      -2	     169	     168	      -2
     169	     169	     169	      -2
      -2	     171	     171	      -2
      -2	     172	     171	      -2
     172	     172	     172	      -2
      -2	     174	     174	      -2
      -2	     175	     174	      -2
     175	     175	     175	      -2
      -2	     177	     177	      -2
      -2	     178	     177	      -2
     178	     178	     178	      -2
      -2	     180	     180	      -2
      -2	     181	     180	      -2
     181	     181	     181	      -2
      -2	     183	     183	      -2
      -2	     184	     183	      -2
     184	     184	     184	      -2
      -2	     186	     186	      -2
      -2	     187	     186	      -2
     187	     187	     187	      -2
      -2	     189	     189	      -2
      -2	     190	     189	      -2
     190	     190	     190	      -2
      -2	     192	     192	      -2
      -2	     193	     192	      -2
     193	     193	     193	      -2
      -2	     195	     195	      -2
      -2	     196	     196	      -2
     196	     196	     196	      -2
      -2	     198	     198	      -2
      -2	     199	     199	      -2
     199	     199	     199	      -2
      -2	     201	     201	      -2
      -2	     202	     201	      -2
     202	     202	     202	      -2
      -2	     204	     204	      -2
      -2	     205	     204	      -2
